#abgabe.csv
#Jakob
#Plangger
#12418810
group,number,graphname,n_vertices,n_edges,duration,studentDfvsLen,studentDfvs,goodDfvsLen
h2,64873,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64874,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,64875,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64876,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64877,cyc_1500-03.txt,1500,4476,700,0,,0
h2,64878,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64879,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64880,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64881,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64882,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64883,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64884,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,64885,cyc_1500-03.txt,1500,4476,700,0,,0
h2,64886,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64887,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64888,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64889,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64890,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64891,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64892,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64893,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64894,cyc_1500-03.txt,1500,4476,1800,0,,0
h2,64895,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64896,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64897,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64898,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,64899,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64900,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64901,cyc_1500-03.txt,1500,4476,1700,0,,0
h2,64902,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64903,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,64904,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,64905,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64906,cyc_1500-03.txt,1500,4476,600,0,,0
h2,64907,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64908,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,64909,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64910,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64911,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64912,cyc_1500-03.txt,1500,4476,700,0,,0
h2,64913,cyc_1500-03.txt,1500,4476,700,0,,0
h2,64914,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64915,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64916,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64917,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64918,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64919,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64920,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64921,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,64922,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64923,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64924,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64925,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64926,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64927,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64928,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64929,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64930,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64931,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64932,cyc_1500-03.txt,1500,4476,700,0,,0
h2,64933,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64934,cyc_1500-03.txt,1500,4476,600,0,,0
h2,64935,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64936,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64937,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64938,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64939,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64940,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64941,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64942,cyc_1500-03.txt,1500,4476,700,0,,0
h2,64943,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64944,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64945,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64946,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64947,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64948,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,64949,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64950,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,64951,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64952,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64953,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,64954,cyc_1500-03.txt,1500,4476,600,0,,0
h2,64955,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64956,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64957,cyc_1500-03.txt,1500,4476,700,0,,0
h2,64958,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64959,cyc_1500-03.txt,1500,4476,3600,0,,0
h2,64960,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,64961,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,64962,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64963,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64964,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64965,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,64966,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,64967,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64968,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,64969,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64970,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64971,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64972,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,64973,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64974,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64975,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64976,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64977,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64978,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,64979,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,64980,cyc_1500-03.txt,1500,4476,800,0,,0
h2,64981,cyc_1500-03.txt,1500,4476,24800,0,,0
h2,64982,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64983,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,64984,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64985,cyc_1500-03.txt,1500,4476,1800,0,,0
h2,64986,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,64987,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64988,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,64989,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64990,cyc_1500-03.txt,1500,4476,2000,0,,0
h2,64991,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,64992,cyc_1500-03.txt,1500,4476,900,0,,0
h2,64993,cyc_1500-03.txt,1500,4476,2900,0,,0
h2,64994,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,64995,cyc_1500-03.txt,1500,4476,1700,0,,0
h2,64996,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,64997,cyc_1500-03.txt,1500,4476,2000,0,,0
h2,64998,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,64999,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65000,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65001,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65002,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65003,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65004,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65005,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65006,cyc_1500-03.txt,1500,4476,2900,0,,0
h2,65007,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65008,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65009,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65010,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65011,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65012,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65013,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65014,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65015,cyc_1500-03.txt,1500,4476,1800,0,,0
h2,65016,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65017,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65018,cyc_1500-03.txt,1500,4476,2400,0,,0
h2,65019,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65020,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65021,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65022,cyc_1500-03.txt,1500,4476,2200,0,,0
h2,65023,cyc_1500-03.txt,1500,4476,2900,0,,0
h2,65024,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65025,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65026,cyc_1500-03.txt,1500,4476,3800,0,,0
h2,65027,cyc_1500-03.txt,1500,4476,3200,0,,0
h2,65028,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65029,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65030,cyc_1500-03.txt,1500,4476,2700,0,,0
h2,65031,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65032,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65033,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65034,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65035,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65036,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65037,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65038,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65039,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65040,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65041,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65042,cyc_1500-03.txt,1500,4476,1800,0,,0
h2,65043,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65044,cyc_1500-03.txt,1500,4476,2000,0,,0
h2,65045,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65046,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65047,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65048,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65049,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65050,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65051,cyc_1500-03.txt,1500,4476,1700,0,,0
h2,65052,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65053,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65054,cyc_1500-03.txt,1500,4476,2100,0,,0
h2,65055,cyc_1500-03.txt,1500,4476,1700,0,,0
h2,65056,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65057,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65058,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65059,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65060,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65061,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65062,cyc_1500-03.txt,1500,4476,3800,0,,0
h2,65063,cyc_1500-03.txt,1500,4476,1700,0,,0
h2,65064,cyc_1500-03.txt,1500,4476,2400,0,,0
h2,65065,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65066,cyc_1500-03.txt,1500,4476,26300,0,,0
h2,65067,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65068,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65069,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65070,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65071,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65072,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65073,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65074,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65075,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65076,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65077,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65078,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65079,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65080,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65081,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65082,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65083,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65084,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65085,cyc_1500-03.txt,1500,4476,1700,0,,0
h2,65086,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65087,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65088,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65089,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65090,cyc_1500-03.txt,1500,4476,13600,0,,0
h2,65091,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65092,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65093,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65094,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65095,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65096,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65097,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65098,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65099,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65100,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65101,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65102,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65103,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65104,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65105,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65106,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65107,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65108,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65109,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65110,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65111,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65112,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65113,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65114,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65115,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65116,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65117,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65118,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65119,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65120,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65121,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65122,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65123,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65124,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65125,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65126,cyc_1500-03.txt,1500,4476,600,0,,0
h2,65127,cyc_1500-03.txt,1500,4476,600,0,,0
h2,65128,cyc_1500-03.txt,1500,4476,600,0,,0
h2,65129,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65130,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65131,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65132,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65133,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65134,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65135,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65136,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65137,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65138,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65139,cyc_1500-03.txt,1500,4476,600,0,,0
h2,65140,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65141,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65142,cyc_1500-03.txt,1500,4476,3000,0,,0
h2,65143,cyc_1500-03.txt,1500,4476,600,0,,0
h2,65144,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65145,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65146,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65147,cyc_1500-03.txt,1500,4476,1800,0,,0
h2,65148,cyc_1500-03.txt,1500,4476,4100,0,,0
h2,65149,cyc_1500-03.txt,1500,4476,2400,0,,0
h2,65150,cyc_1500-03.txt,1500,4476,2600,0,,0
h2,65151,cyc_1500-03.txt,1500,4476,2400,0,,0
h2,65152,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65153,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65154,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65155,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65156,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65157,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65158,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65159,cyc_1500-03.txt,1500,4476,4900,0,,0
h2,65160,cyc_1500-03.txt,1500,4476,2100,0,,0
h2,65161,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65162,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65163,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65164,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65165,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65166,cyc_1500-03.txt,1500,4476,2500,0,,0
h2,65167,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65168,cyc_1500-03.txt,1500,4476,2300,0,,0
h2,65169,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65170,cyc_1500-03.txt,1500,4476,1800,0,,0
h2,65171,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65172,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65173,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65174,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65175,cyc_1500-03.txt,1500,4476,2500,0,,0
h2,65176,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65177,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65178,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65179,cyc_1500-03.txt,1500,4476,1900,0,,0
h2,65180,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65181,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65182,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65183,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65184,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65185,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65186,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65187,cyc_1500-03.txt,1500,4476,1700,0,,0
h2,65188,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65189,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65190,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65191,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65192,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65193,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65194,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65195,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65196,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65197,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65198,cyc_1500-03.txt,1500,4476,4500,0,,0
h2,65199,cyc_1500-03.txt,1500,4476,2900,0,,0
h2,65200,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65201,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65202,cyc_1500-03.txt,1500,4476,2400,0,,0
h2,65203,cyc_1500-03.txt,1500,4476,2200,0,,0
h2,65204,cyc_1500-03.txt,1500,4476,2700,0,,0
h2,65205,cyc_1500-03.txt,1500,4476,2200,0,,0
h2,65206,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65207,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65208,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65209,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65210,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65211,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65212,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65213,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65214,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65215,cyc_1500-03.txt,1500,4476,2400,0,,0
h2,65216,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65217,cyc_1500-03.txt,1500,4476,1700,0,,0
h2,65218,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65219,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65220,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65221,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65222,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65223,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65224,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65225,cyc_1500-03.txt,1500,4476,1600,0,,0
h2,65226,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65227,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65228,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65229,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65230,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65231,cyc_1500-03.txt,1500,4476,2000,0,,0
h2,65232,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65233,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65234,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65235,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65236,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65237,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65238,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65239,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65240,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65241,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65242,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65243,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65244,cyc_1500-03.txt,1500,4476,3700,0,,0
h2,65245,cyc_1500-03.txt,1500,4476,2200,0,,0
h2,65246,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65247,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65248,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65249,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65250,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65251,cyc_1500-03.txt,1500,4476,28200,0,,0
h2,65252,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65253,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65254,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65255,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65256,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65257,cyc_1500-03.txt,1500,4476,1800,0,,0
h2,65258,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65259,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65260,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65261,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65262,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65263,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65264,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65265,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65266,cyc_1500-03.txt,1500,4476,5200,0,,0
h2,65267,cyc_1500-03.txt,1500,4476,2400,0,,0
h2,65268,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65269,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65270,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65271,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65272,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65273,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65274,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65275,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65276,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65277,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65278,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65279,cyc_1500-03.txt,1500,4476,1400,0,,0
h2,65280,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65281,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65282,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65283,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65284,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65285,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65286,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65287,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65288,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65289,cyc_1500-03.txt,1500,4476,1100,0,,0
h2,65290,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65291,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65292,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65293,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65294,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65295,cyc_1500-03.txt,1500,4476,1000,0,,0
h2,65296,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65297,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65298,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65299,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65300,cyc_1500-03.txt,1500,4476,1300,0,,0
h2,65301,cyc_1500-03.txt,1500,4476,700,0,,0
h2,65302,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65303,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65304,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65305,cyc_1500-03.txt,1500,4476,1200,0,,0
h2,65306,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65307,cyc_1500-03.txt,1500,4476,900,0,,0
h2,65308,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65309,cyc_1500-03.txt,1500,4476,1500,0,,0
h2,65310,cyc_1500-03.txt,1500,4476,800,0,,0
h2,65311,cyc_1500-03.txt,1500,4476,1000,0,,0
